#
#   OptimalColorsForIlluminantC.txt
#
#   This file has 994 points computed by package colorSpec - at 5nm intervals using CIE 5nm stadards.
#   The dot products XYZ are converted to xyY, and rounded to 5 significant digits.
#   
#   These are points are on the boundary of the Illuminant C color solid,
#   and organized as 31 circles of latitude, with 32 points on each circle, plus pure black and white.
#   The total is 31*32 + 2 = 994 points.
#
#   The chromaticity of white is xy = 0.31006,0.31616, which is the CIE 15:2004 standard.
#   The luminance factor of white is 100, which is the convention for working with Munsell.
#
#   The points on the each circle have very-approximately constant brightness.
#   The spectrum of each point has 2-transitions, and the width of each is constant
#   in the reparameterized wavelength proposed by Logvinenko.
#   The centers of the bandpass (or bandstop) filters are equally spaced on the hue circle,
#   again in reparameterized wavelength.
#
#   In XYZ, the points are symmetric about the midpoint of black and white (50% gray).
#   The points are sorted by Y.  The density is higher at the ends (dark and light).

x	y	Y
0.069093	0.20494	2.543
0.14819	0.028171	2.5726
0.46039	0.14439	2.6165
0.14318	0.034434	2.6983
0.6211	0.3784	2.7762
0.13669	0.043425	2.8712
0.26243	0.052659	2.8735
0.099779	0.11597	3.0221
0.58403	0.41538	3.0927
0.1279	0.057845	3.1675
0.15031	0.027286	3.2515
0.19605	0.031836	3.347
0.5427	0.45651	3.435
0.718	0.282	3.4482
0.14596	0.032946	3.4686
0.17608	0.029741	3.5436
0.22035	0.038993	3.5752
0.014803	0.48934	3.7071
0.69998	0.29993	3.715
0.11511	0.083747	3.7241
0.14049	0.040903	3.7579
0.49887	0.50015	3.7779
0.45878	0.14645	3.7926
0.33777	0.088557	3.915
0.67911	0.32073	4.028
0.25237	0.051471	4.0584
0.45339	0.54546	4.1036
0.13327	0.052754	4.1722
0.065905	0.2262	4.3776
0.40667	0.59167	4.3978
0.6529	0.34678	4.4242
0.35866	0.63844	4.6521
0.29667	0.071413	4.7651
0.12332	0.072393	4.8598
0.30869	0.68582	4.8657
0.094684	0.13823	4.9036
0.62089	0.37861	4.9103
0.25546	0.73314	5.0383
0.14223	0.042676	5.1242
0.15629	0.038528	5.1718
0.19578	0.77951	5.1723
0.45684	0.14894	5.2027
0.033801	0.79759	5.2105
0.12173	0.82238	5.2656
0.71778	0.28221	5.3534
0.58387	0.41552	5.468
0.36033	0.10266	5.6928
0.69968	0.30023	5.7691
0.22563	0.048499	5.8121
0.13583	0.0547	5.8217
0.25018	0.055723	5.9042
0.5425	0.45671	6.073
0.10897	0.10832	6.0841
0.67852	0.32131	6.261
0.28075	0.067908	6.286
0.20395	0.047416	6.3686
0.018686	0.48952	6.4415
0.49881	0.50021	6.6779
0.64982	0.2518	6.7582
0.12742	0.073246	6.8343
0.45461	0.15179	6.8538
0.65229	0.3474	6.8759
0.32083	0.086394	6.8915
0.062545	0.25896	7.1479
0.45341	0.54542	7.2515
0.6204	0.37911	7.6255
0.3754	0.11393	7.7125
0.40669	0.59162	7.7703
0.088411	0.17602	8.1224
0.35864	0.63844	8.222
0.69917	0.30075	8.2498
0.59767	0.23017	8.272
0.11634	0.10261	8.287
0.27264	0.07013	8.4675
0.58335	0.41603	8.4898
0.24813	0.06337	8.5526
0.30872	0.68565	8.5982
0.30167	0.081802	8.7468
0.45201	0.15511	8.7595
0.13625	0.064613	8.7711
0.25536	0.73298	8.9037
0.67764	0.32217	8.9629
0.035928	0.78162	9.1213
0.19538	0.77935	9.1415
0.33804	0.098988	9.2634
0.12111	0.82112	9.303
0.54231	0.4569	9.4198
0.025648	0.48976	9.7527
0.22456	0.065389	9.8061
0.65123	0.34845	9.8448
0.38538	0.12363	9.9925
0.56223	0.21745	10.054
0.12921	0.083375	10.153
0.10226	0.14844	10.209
0.1791	0.068131	10.258
0.49865	0.50037	10.354
0.061999	0.2948	10.831
0.61943	0.38009	10.91
0.44894	0.15899	10.939
0.69828	0.30163	11.148
0.45334	0.54547	11.242
0.28953	0.082984	11.279
0.31704	0.094098	11.462
0.26499	0.077421	11.645
0.12092	0.10847	11.712
0.35019	0.11015	11.902
0.40669	0.59155	12.046
0.53638	0.21034	12.125
0.6762	0.32361	12.131
0.58257	0.4168	12.132
0.085281	0.21842	12.528
0.39169	0.13251	12.556
0.35872	0.63823	12.742
0.64966	0.35	13.321
0.30868	0.68546	13.328
0.4453	0.16356	13.419
0.54179	0.45742	13.445
0.11119	0.14242	13.457
0.035942	0.48804	13.524
0.65911	0.28599	13.578
0.25513	0.73262	13.803
0.041075	0.75053	13.816
0.1946	0.77874	14.17
0.30193	0.095087	14.394
0.11989	0.81614	14.403
0.13142	0.095569	14.42
0.32811	0.10544	14.455
0.51628	0.20707	14.512
0.23837	0.0878	14.6
0.61789	0.38164	14.748
0.49841	0.50062	14.768
0.35845	0.12054	14.833
0.066247	0.32442	15.121
0.27698	0.091957	15.281
0.09998	0.189	15.393
0.39515	0.14112	15.431
0.67421	0.32558	15.757
0.61214	0.26886	15.86
0.12534	0.11708	15.977
0.45327	0.54548	16.025
0.44098	0.16891	16.23
0.58134	0.41802	16.372
0.40674	0.5914	17.167
0.49965	0.20669	17.246
0.64734	0.35232	17.306
0.087499	0.25389	17.525
0.11862	0.14371	17.558
0.048939	0.48352	17.678
0.3357	0.11632	17.754
0.19586	0.10683	17.81
0.31055	0.10707	17.882
0.36358	0.13063	18.087
0.54105	0.45816	18.11
0.35874	0.63802	18.164
0.57633	0.25863	18.501
0.39629	0.14978	18.644
0.050935	0.70598	18.811
0.30864	0.685	18.998
0.61571	0.38381	19.128
0.11108	0.1776	19.206
0.43592	0.17505	19.396
0.25471	0.73199	19.676
0.074472	0.3458	19.838
0.67157	0.3282	19.838
0.498	0.50102	19.868
0.2841	0.10958	19.982
0.19305	0.77769	20.2
0.48516	0.20853	20.352
0.11808	0.80378	20.451
0.10275	0.22172	20.959
0.57959	0.41977	21.182
0.34036	0.12712	21.397
0.54765	0.2533	21.531
0.4531	0.54557	21.546
0.36616	0.14062	21.672
0.64428	0.35538	21.792
0.31579	0.11969	21.877
0.24703	0.11981	21.892
0.12565	0.14598	22.031
0.063604	0.47682	22.17
0.3955	0.15866	22.213
0.15673	0.13588	22.547
0.093942	0.28038	22.843
0.43008	0.18199	22.942
0.62821	0.31398	22.965
0.40678	0.59119	23.073
0.53985	0.45935	23.376
0.12051	0.17264	23.566
0.064969	0.6588	23.75
0.47191	0.21219	23.856
0.61279	0.38672	24.037
0.35881	0.63758	24.409
0.085426	0.35981	24.866
0.52362	0.25159	24.972
0.11495	0.20539	25.108
0.34248	0.13814	25.42
0.30849	0.68433	25.535
0.49735	0.50163	25.597
0.3666	0.15069	25.599
0.21178	0.14364	26.124
0.39306	0.16783	26.142
0.58864	0.30361	26.32
0.25389	0.73098	26.452
0.57724	0.42212	26.535
0.10903	0.24656	26.697
0.3176	0.13444	26.713
0.64052	0.35912	26.765
0.42347	0.18964	26.869
0.28671	0.13547	26.935
0.07906	0.46886	26.957
0.11719	0.77633	27.118
0.1907	0.77463	27.14
0.45288	0.54567	27.727
0.45937	0.21731	27.763
0.12887	0.16932	28.026
0.10308	0.29941	28.368
0.080983	0.61707	28.663
0.50273	0.25259	28.833
0.5382	0.46097	29.193
0.60914	0.39036	29.457
0.12518	0.19552	29.556
0.40676	0.59093	29.68
0.36523	0.16089	29.858
0.34232	0.14971	29.881
0.55604	0.2981	30.108
0.097798	0.36852	30.14
0.25546	0.15338	30.366
0.38926	0.17722	30.409
0.18	0.16958	30.696
0.12132	0.22682	31.036
0.41617	0.19785	31.162
0.35883	0.63695	31.395
0.62246	0.35754	31.621
0.49641	0.50248	31.888
0.094669	0.4602	31.982
0.44727	0.22351	32.058
0.57422	0.42513	32.4
0.11738	0.26507	32.51
0.30815	0.68334	32.851
0.48402	0.2556	33.104
0.31578	0.15496	33.287
0.12093	0.73049	33.632
0.097617	0.58188	33.647
0.11367	0.31277	34.016
0.25236	0.72936	34.032
0.52831	0.29612	34.323
0.36234	0.17124	34.426
0.22706	0.17508	34.453
0.45248	0.54587	34.489
0.1872	0.76519	34.825
0.33995	0.16251	34.942
0.38436	0.18676	34.974
0.15117	0.19571	35.349
0.60485	0.39464	35.356
0.13149	0.21341	35.435
0.53603	0.4631	35.512
0.28886	0.16596	35.537
0.11086	0.37326	35.576
0.58244	0.3479	35.745
0.40833	0.20641	35.776
0.43544	0.23051	36.705
0.40666	0.59058	36.891
0.12914	0.24314	36.901
0.11014	0.4512	37.193
0.46689	0.26009	37.754
0.12691	0.27861	38.309
0.49508	0.50368	38.673
0.11417	0.55214	38.73
0.20102	0.19754	38.733
0.57053	0.42878	38.739
0.26416	0.18302	38.914
0.50408	0.29672	38.938
0.35871	0.63608	39.019
0.35816	0.18184	39.3
0.1308	0.67896	39.45
0.12507	0.32173	39.698
0.37862	0.19629	39.778
0.54877	0.3426	40.29
0.40007	0.21516	40.654
0.30739	0.6819	40.832
0.12422	0.37504	41.096
0.13879	0.22721	41.121
0.33513	0.17857	41.128
0.42386	0.23801	41.65
0.6	0.39946	41.69
0.45184	0.5462	41.741
0.31286	0.18174	41.8
0.53328	0.46576	42.281
0.24977	0.72577	42.284
0.12537	0.44193	42.517
0.13782	0.25535	42.62
0.24116	0.20159	42.642
0.18406	0.73977	42.724
0.45096	0.2656	42.732
0.17724	0.21995	43.074
0.13038	0.52664	43.902
0.48247	0.29917	43.912
0.13711	0.28821	44.009
0.29198	0.19399	44.305
0.35278	0.19297	44.53
0.40635	0.59017	44.604
0.37222	0.20579	44.767
0.14398	0.63269	44.865
0.51976	0.34045	45.218
0.13689	0.32728	45.328
0.56627	0.43298	45.499
0.39156	0.2239	45.721
0.49328	0.50525	45.878
0.21975	0.22074	46.566
0.13767	0.37452	46.61
0.56443	0.39185	46.688
0.41252	0.24575	46.816
0.35825	0.63495	47.161
0.27241	0.20842	47.294
0.15584	0.2417	47.389
0.1403	0.43245	47.876
0.436	0.27177	47.971
0.14698	0.26423	48.114
0.32878	0.20036	49.092
0.1462	0.50427	49.108
0.46289	0.30291	49.182
0.30576	0.67981	49.351
0.45079	0.54672	49.394
0.52993	0.46894	49.442
0.14764	0.29465	49.526
0.18635	0.69573	49.664
0.36533	0.21522	49.893
0.1584	0.59314	50.107
0.34612	0.20553	50.336
0.49426	0.34055	50.474
0.20013	0.23977	50.558
0.25379	0.22397	50.606
0.31135	0.20783	50.649
0.14886	0.33013	50.818
0.38296	0.23247	50.892
0.24573	0.71427	50.908
0.53134	0.38662	51.886
0.15104	0.37221	52.029
0.40148	0.25353	52.124
0.56155	0.43757	52.611
0.40565	0.58971	52.706
0.29528	0.21832	52.839
0.1549	0.42278	53.184
0.15634	0.27041	53.312
0.4219	0.2783	53.39
0.49092	0.50723	53.434
0.23628	0.24001	54.122
0.1616	0.48423	54.279
0.1826	0.25804	54.501
0.44496	0.30749	54.672
0.15827	0.29857	54.782
0.35806	0.22469	55.135
0.17315	0.55927	55.233
0.27983	0.23013	55.396
0.19483	0.64845	55.47
0.35705	0.63352	55.695
0.4715	0.34225	55.991
0.16078	0.33087	56.088
0.37437	0.24083	56.098
0.52601	0.47257	56.926
0.1642	0.3685	57.268
0.33821	0.22153	57.276
0.44918	0.54747	57.358
0.5025	0.3841	57.38
0.3908	0.26118	57.483
0.32368	0.22367	57.716
0.22021	0.25594	57.719
0.30261	0.67445	58.2
0.2649	0.24287	58.259
0.16728	0.27514	58.31
0.16914	0.41294	58.35
0.24291	0.68475	58.872
0.53914	0.43513	58.879
0.40857	0.28494	58.904
0.31069	0.23075	59.168
0.17652	0.46601	59.346
0.16878	0.30051	59.71
0.18783	0.52988	60.222
0.42838	0.31259	60.302
0.3504	0.23451	60.55
0.20629	0.60597	60.7
0.29836	0.23918	60.981
0.17249	0.32994	61.062
0.40421	0.5892	61.086
0.20592	0.27113	61.261
0.4879	0.5096	61.267
0.36589	0.24891	61.27
0.25075	0.25604	61.327
0.45091	0.34503	61.691
0.17705	0.36371	62.246
0.38053	0.26856	62.807
0.47695	0.38351	63.099
0.28629	0.24862	63.109
0.18294	0.40299	63.295
0.19094	0.44919	64.224
0.17901	0.30089	64.255
0.39598	0.29153	64.424
0.3545	0.63094	64.463
0.23775	0.26913	64.488
0.50741	0.42971	64.565
0.19357	0.28514	64.644
0.52158	0.47649	64.651
0.20223	0.50398	65.026
0.24663	0.6423	65.058
0.33071	0.24069	65.175
0.27451	0.25882	65.511
0.44674	0.54845	65.547
0.21888	0.56893	65.574
0.18383	0.32775	65.677
0.32005	0.24465	65.968
0.41298	0.31793	65.984
0.35759	0.25671	66.353
0.34228	0.24557	66.368
0.29796	0.65738	66.713
0.18944	0.35814	66.896
0.31041	0.25035	67.149
0.43209	0.34851	67.49
0.22621	0.28157	67.6
0.19623	0.39303	67.942
0.37071	0.2756	68.018
0.26329	0.26939	68.112
0.18881	0.3001	68.379
0.30106	0.25694	68.605
0.20482	0.4335	68.838
0.45396	0.38427	68.964
0.48409	0.51228	69.304
0.21616	0.48089	69.591
0.40143	0.58851	69.634
0.38409	0.2979	69.86
0.19467	0.32463	69.892
0.2549	0.60082	70.119
0.23175	0.53659	70.142
0.29181	0.26429	70.32
0.47932	0.4266	70.444
0.21635	0.29291	70.543
0.25295	0.2799	70.807
0.20126	0.35205	71.167
0.3495	0.26436	71.337
0.39858	0.32332	71.632
0.50898	0.47736	71.974
0.20889	0.38314	72.237
0.28273	0.27223	72.273
0.32493	0.25905	72.86
0.33401	0.25903	72.882
0.36138	0.28224	73.043
0.34959	0.62198	73.065
0.21804	0.41881	73.131
0.20819	0.30291	73.235
0.29733	0.62318	73.287
0.4147	0.35239	73.303
0.2438	0.28988	73.465
0.31732	0.26257	73.548
0.20488	0.3209	73.68
0.22952	0.46009	73.858
0.44304	0.54957	73.876
0.24447	0.50815	74.401
0.27404	0.28048	74.403
0.31027	0.26691	74.465
0.26497	0.56378	74.58
0.43298	0.38594	74.892
0.2124	0.34568	75.028
0.37287	0.30395	75.134
0.30335	0.2719	75.591
0.23602	0.2989	75.963
0.22081	0.37349	76.144
0.34159	0.27208	76.25
0.45397	0.42512	76.434
0.266	0.2887	76.624
0.29645	0.27744	76.927
0.21436	0.31681	77.035
0.23054	0.40506	77.058
0.38505	0.32857	77.157
0.47928	0.51513	77.453
0.24221	0.44124	77.787
0.35254	0.28847	77.83
0.47835	0.47145	77.969
0.3963	0.58476	78.108
0.30223	0.58513	78.123
0.22969	0.30673	78.208
0.25675	0.48298	78.328
0.28966	0.28343	78.454
0.22275	0.33926	78.469
0.2756	0.53119	78.603
0.2589	0.29649	78.818
0.39843	0.35641	79.041
0.32686	0.2735	79.549
0.23192	0.36419	79.648
0.32053	0.27487	79.8
0.34541	0.59741	80.018
0.28312	0.28966	80.132
0.22466	0.31331	80.162
0.36226	0.30959	80.162
0.3152	0.27754	80.324
0.2422	0.39225	80.604
0.41344	0.38814	80.794
0.2529	0.3035	80.872
0.3102	0.28071	81.002
0.3339	0.2803	81.189
0.25411	0.42412	81.356
0.23224	0.33297	81.499
0.30525	0.28432	81.836
0.27707	0.29588	81.89
0.2684	0.46061	81.913
0.30952	0.55009	82.118
0.43733	0.54943	82.19
0.28615	0.50254	82.246
0.34419	0.29428	82.322
0.43055	0.42469	82.442
0.37219	0.33354	82.475
0.24806	0.30951	82.694
0.24213	0.35539	82.754
0.30029	0.28834	82.833
0.27173	0.30176	83.628
0.25294	0.38041	83.77
0.2954	0.29268	83.975
0.45024	0.46723	84.023
0.24081	0.327	84.14
0.24428	0.31446	84.243
0.26511	0.40863	84.569
0.38292	0.36026	84.607
0.34669	0.56432	84.719
0.3522	0.31473	84.879
0.27925	0.44072	85.167
0.29069	0.29718	85.232
0.26722	0.30704	85.252
0.38954	0.5693	85.4
0.25137	0.34721	85.488
0.29626	0.47735	85.545
0.47301	0.51737	85.58
0.3213	0.28661	85.597
0.31753	0.51906	85.606
0.31711	0.28792	85.83
0.32669	0.28932	86.184
0.31354	0.28978	86.197
0.24842	0.32148	86.422
0.33639	0.29965	86.476
0.39478	0.39017	86.543
0.28632	0.30169	86.555
0.2627	0.3696	86.581
0.31015	0.29197	86.672
0.26361	0.31153	86.679
0.30679	0.29446	87.258
0.27515	0.3947	87.444
0.35986	0.33781	87.472
0.28244	0.30596	87.868
0.26084	0.31516	87.869
0.25962	0.33974	87.875
0.30341	0.29721	87.954
0.28924	0.42304	88.098
0.4081	0.42381	88.288
0.35093	0.53263	88.355
0.30569	0.45524	88.538
0.32554	0.49185	88.721
0.30008	0.30018	88.758
0.2587	0.31808	88.852
0.27145	0.35985	89.061
0.27919	0.30978	89.09
0.34266	0.31897	89.169
0.29686	0.30326	89.646
0.42904	0.54149	89.742
0.3678	0.36276	89.791
0.42328	0.46188	89.847
0.26689	0.33306	89.946
0.28421	0.38224	90.007
0.2766	0.31299	90.155
0.38715	0.54225	90.194
0.32917	0.30449	90.247
0.29387	0.30634	90.58
0.31708	0.2974	90.697
0.29831	0.40741	90.737
0.31448	0.29832	90.858
0.32056	0.29833	90.879
0.27461	0.31558	91.037
0.31225	0.29951	91.096
0.44075	0.50528	91.229
0.27921	0.35116	91.241
0.31435	0.43585	91.253
0.31012	0.3009	91.402
0.35616	0.5043	91.447
0.29122	0.30927	91.51
0.33317	0.46806	91.532
0.37648	0.38937	91.713
0.27319	0.32718	91.728
0.27311	0.31762	91.75
0.308	0.30248	91.778
0.34792	0.3401	91.878
0.30588	0.30422	92.23
0.29227	0.37122	92.288
0.28899	0.31188	92.375
0.30377	0.3061	92.749
0.33373	0.32163	92.852
0.30643	0.39364	93.108
0.28722	0.31407	93.124
0.28599	0.34353	93.146
0.38649	0.4178	93.166
0.27856	0.32213	93.242
0.30175	0.30805	93.322
0.32271	0.30863	93.558
0.38838	0.5145	93.631
0.32219	0.41887	93.714
0.28587	0.31582	93.739
0.35348	0.36104	93.916
0.29986	0.30999	93.927
0.34023	0.44735	94.096
0.39842	0.44875	94.178
0.36157	0.47943	94.188
0.28486	0.31719	94.231
0.29938	0.36154	94.307
0.29818	0.31184	94.532
0.28405	0.31832	94.647
0.31395	0.3057	94.734
0.31589	0.306	94.79
0.29184	0.33692	94.797
0.31251	0.30623	94.828
0.42345	0.52086	94.828
0.41276	0.4835	94.876
0.31128	0.3069	94.962
0.29677	0.31349	95.09
0.33727	0.33863	95.096
0.31009	0.30768	95.134
0.36038	0.38183	95.14
0.31364	0.38159	95.235
0.30892	0.30856	95.348
0.29565	0.31487	95.576
0.30774	0.30953	95.602
0.32598	0.32202	95.622
0.36901	0.40398	95.828
0.30657	0.31057	95.896
0.32922	0.40405	95.942
0.2948	0.31597	95.972
0.30556	0.35314	96.085
0.2968	0.33129	96.207
0.30544	0.31166	96.222
0.37948	0.42884	96.242
0.34196	0.35418	96.276
0.29417	0.31682	96.285
0.31731	0.31191	96.293
0.34668	0.4293	96.425
0.39104	0.48926	96.456
0.39194	0.45746	96.531
0.29366	0.31753	96.552
0.30439	0.31274	96.565
0.36683	0.45771	96.653
0.40663	0.49077	96.749
0.3482	0.37024	96.833
0.30346	0.31377	96.907
0.32894	0.33413	96.978
0.31999	0.37109	97.127
0.35588	0.38824	97.129
0.30268	0.31468	97.224
0.36503	0.40894	97.302
0.30093	0.3266	97.384
0.37577	0.43306	97.427
0.3199	0.3207	97.457
0.30205	0.31545	97.5
0.38835	0.46123	97.524
0.33326	0.3458	97.545
0.3109	0.3459	97.627
0.31178	0.31154	97.649
0.31263	0.31164	97.668
0.31114	0.31178	97.691
0.30158	0.31606	97.723
0.3106	0.31208	97.752
0.33882	0.35869	97.791
0.31008	0.31242	97.828
0.30123	0.31653	97.899
0.34552	0.3736	97.91
0.30956	0.31281	97.925
0.33549	0.39112	97.94
0.35342	0.39101	97.967
0.36264	0.41144	98.01
0.30904	0.31324	98.037
0.37341	0.43539	98.045
0.30094	0.31692	98.05
0.38593	0.46351	98.083
0.32268	0.329	98.091
0.30853	0.3137	98.169
0.30803	0.31418	98.314
0.3133	0.31427	98.333
0.30425	0.3228	98.334
0.32651	0.33794	98.34
0.36098	0.41301	98.431
0.33132	0.34837	98.431
0.35178	0.39263	98.432
0.37168	0.43696	98.438
0.34387	0.37534	98.443
0.33709	0.36071	98.449
0.30756	0.31465	98.467
0.35254	0.41357	98.529
0.30716	0.3151	98.62
0.31547	0.31888	98.632
0.35971	0.41414	98.719
0.3703	0.43815	98.721
0.35057	0.39374	98.734
0.30681	0.31551	98.761
0.3427	0.37646	98.767
0.32554	0.362	98.791
0.33595	0.36187	98.808
0.31794	0.32445	98.84
0.33017	0.34965	98.855
0.30653	0.31585	98.885
0.32527	0.33952	98.894
0.3212	0.3312	98.899
0.35865	0.41504	98.944
0.31542	0.33976	98.945
0.34959	0.39459	98.959
0.30632	0.31612	98.985
0.3418	0.37726	98.99
0.33511	0.36264	99.036
0.30617	0.31632	99.063
0.30681	0.31988	99.067
0.32938	0.35044	99.101
0.30604	0.3165	99.13
0.34879	0.39528	99.138
0.34106	0.3779	99.164
0.3245	0.34036	99.175
0.33443	0.36324	99.207
0.32041	0.33218	99.251
0.32877	0.35099	99.268
0.3481	0.39586	99.286
0.34044	0.37842	99.306
0.31707	0.3257	99.308
0.32396	0.34088	99.342
0.33387	0.36372	99.343
0.31442	0.32081	99.358
0.32826	0.35143	99.396
0.31244	0.31741	99.407
0.31049	0.31501	99.411
0.3107	0.31503	99.415
0.31033	0.31507	99.421
0.33992	0.37886	99.424
0.3199	0.33272	99.433
0.3102	0.31514	99.436
0.33341	0.36412	99.453
0.31007	0.31523	99.456
0.32352	0.34127	99.462
0.30994	0.31533	99.48
0.32785	0.35178	99.496
0.30981	0.31543	99.508
0.33947	0.37924	99.525
0.31658	0.3263	99.525
0.30968	0.31555	99.541
0.31954	0.33306	99.545
0.33302	0.36444	99.546
0.32316	0.34158	99.555
0.30956	0.31567	99.578
0.32751	0.35207	99.581
0.31087	0.31569	99.583
0.30862	0.31781	99.587
